genre,band_name,album_name,album_release_date,album_id
thrash metal,Metallica,72 Seasons,2023-04-14,6UwjRSX9RQyNgJ3LwYhr9i
thrash metal,Metallica,S&M2,2020-08-28,7Hc3m7konwS0ugyN8vJhNg
thrash metal,Metallica,Hardwired…To Self-Destruct,2016-11-18,7LwifLL1anaEd9eIIfIkx7
thrash metal,Metallica,Lulu,2011-01-01,3a1SJd8obHju43McHQew7J
thrash metal,Metallica,Death Magnetic,2008-01-01,3bK58rVcWBh3V3vxMLzi0V
thrash metal,Metallica,Some Kind Of Monster,2004-07-13,4t0oscNTGJkXiIB2uqZYWg
thrash metal,Metallica,St. Anger,2003-01-01,0HKpzK9ZoJ0oVA43E5gewM
thrash metal,Metallica,S&M,1999-01-01,1OZaosC2RtsE2TEqLziwAD
thrash metal,Metallica,Garage Inc.,1998-01-01,0vshXZYhBkbIoqxyC2fXcF
thrash metal,Metallica,Reload,1997-01-01,0Ip2GlQPoAIgdkqCO2YkMa
thrash metal,Metallica,Load,1996-01-01,6ndH0UlQbyCOVqByMXXhdV
thrash metal,Pantera,Reinventing the Steel,2000-01-01,7sEY94y1wQACVwMgeE62hd
thrash metal,Pantera,The Great Southern Trendkill,1996-05-03,4LdquqwQoyu1pE6Vq8PIha
thrash metal,Pantera,Far Beyond Driven,,70GAqt2avSiKBJ2IEymou1
thrash metal,Pantera,Vulgar Display of Power,1992-02-21,7kW0cpKgSVsEqcc8xgbSb0
thrash metal,Pantera,Cowboys from Hell,1990-07-20,5szY4sBOSD6IFjFN1RtWTe
thrash metal,Megadeth,"The Sick, The Dying… And The Dead!",2022-09-02,1ziUtOuRT545OI4cnHEMhC
thrash metal,Megadeth,Warheads On Foreheads,2019-03-22,58p5IFT7CEcMHSrAIuO5DJ
thrash metal,Megadeth,Killing Is My Business...And Business Is Good - The Final Kill,2018-06-08,1fQP14KigA58xjlYNf4Uac
thrash metal,Megadeth,Dystopia,2016-01-22,4sP7CAPrmdBD1ojBBrPxiV
thrash metal,Megadeth,Super Collider,2013-01-01,4SG1HFhXihESspVTyKYl5j
thrash metal,Megadeth,Th1rt3en,2011-10-26,0ja6Rjg1a5Fw2IEwTymwQE
thrash metal,Megadeth,ENDGAME,2009-09-09,0ncpKwYq9C3tXxDWPpdvId
thrash metal,Megadeth,United Abominations,2007-05-15,4MCyfIlCbqoU8wg2F3hMw3
thrash metal,Megadeth,Warchest,2007-01-01,0hjcoB3dyY4BNonhEqdoRq
thrash metal,Megadeth,The System Has Failed,2004-09-14,61r8RVSOccHFbMtUDzGpns
thrash metal,Slayer,Praying To Satan,2019-04-05,5criweFcDEpgMJBOVSu9FE
thrash metal,Slayer,Repentless,2015-09-11,5QTGKCuJbyViaQQXjHOvjL
thrash metal,Slayer,World Painted Blood,2009-01-01,44MTd2OAtSYY63DCcQ7P8n
thrash metal,Slayer,Christ Illusion,2006-01-01,41dQQuob8FPy5zWGg4vLXU
thrash metal,Slayer,Soundtrack To The Apocalypse,2003-01-01,4i1dW5u1egajFXlgpuVPVe
thrash metal,Slayer,God Hates Us All,2001-01-01,3MuaoZgcAFuanhg04e75LK
thrash metal,Slayer,Diabolus In Musica,1998-01-01,2YKQekIfxPZK0O2XKw6wr6
thrash metal,Slayer,Undisputed Attitude,1996-01-01,743y70pTrfEfHZHtIyyQ6c
thrash metal,Slayer,Divine Intervention,1994-01-01,31pVN7QZwfWFo388SICgnd
thrash metal,Slayer,Seasons In The Abyss,1990-01-01,49QJ9TAWNqZGbFUvadXPgT
thrash metal,Slayer,South Of Heaven,1988-01-01,2UqJjz5eMYRzbbKToD3Peh
thrash metal,Slayer,Hell Awaits,1985-06-19,5g0QIKPHDAIVwiq03UeJpN
thrash metal,Trivium,In The Court Of The Dragon,2021-10-08,0mrtkWYrUzTuFwyiiQPdQs
thrash metal,Trivium,What The Dead Men Say,2020-04-24,0aXIJYbWk4u41iJmoJmp8y
thrash metal,Trivium,The Sin and the Sentence,2017-10-20,3qq44o8Qqvz5JQ7b5AevLT
thrash metal,Trivium,Ember to Inferno: Ab Initio,2016-12-02,32AF2NT4Utp4EcG2vaQDIJ
thrash metal,Trivium,Silence in the Snow,2015-09-28,5ZR5Nxs0Q9sQdNicw8u0fe
thrash metal,Trivium,In Waves,2011-08-03,38sCkVGoLKjqFcOrTKTEC4
thrash metal,Trivium,Shogun,2008-09-24,6BFzzkyYdu8gvixMygEXPw
thrash metal,Trivium,The Crusade,2006-01-01,42MixogSAsobX5po649Y0j
thrash metal,Trivium,Ascendancy,2005-03-07,4tUJoHF6in0wA5cpioJkbV
thrash metal,Trivium,Ember to Inferno,2003-10-14,3hnOE93weJxgpQZOkVC4as
thrash metal,Testament,Titans of Creation,2020-04-03,63dZKnLfVsHItoygbM7IJK
thrash metal,Testament,Brotherhood of the Snake,2016-10-28,70oAOzrUemHFWB8VKToEtu
thrash metal,Testament,Dark Roots of Earth,2012-07-27,44aQo8Vzb1i8S2SN5AFZPD
thrash metal,Testament,The Formation of Damnation,2008-04-25,5jTrbs0ea9De2sg0xrYzMK
thrash metal,Testament,First Strike Still Deadly,2001-10-24,0fvfp4eqWkdpthOjhXONcc
thrash metal,Testament,The Gathering,1999-06-08,0dYgfOuAerUldWRodoOR6J
thrash metal,Testament,Demonic,1997-06-09,0wKqlzuXGHmu6i6aesHMV3
thrash metal,Testament,Low,1994-09-13,6Iy0YmPlXUc30fv2Pi6J2v
thrash metal,Testament,Return to the Apocalyptic City,1993-04-06,6FMRJk6M3GIo3xe8zcrSPj
thrash metal,Testament,The Ritual,1992-04-28,6YXf0vbjFhURCPUewYhVWE
thrash metal,Testament,Souls of Black,1990-09-18,3CFswsRArMIduymEMdBaHi
thrash metal,Testament,Practice What You Preach,1989-07-25,7lNeBg16EP03ifo5Wutq52
thrash metal,Testament,The New Order,1988-04-26,1i0xUSNR8hWBIeaDSnN569
thrash metal,Testament,The Legacy,1987-04-21,6HELG1uNTkBj4OwJcC9fY9
thrash metal,Sepultura,Sepulquarta,2021-08-13,3p9xh35Qupdic1CREgJUIz
thrash metal,Sepultura,Quadra,2020-02-07,0tcLKzf5Rudm66ApoNKpGm
thrash metal,Sepultura,Machine Messiah,2017-01-13,2gS1k06FUlRRmi86OvUYi2
thrash metal,Sepultura,Minisserie Dupla Identidade,2014-10-20,7JgOEJjQeIp0m0YQzccmN9
thrash metal,Sepultura,The Mediator Between Head and Hands Must Be the Heart,2013-10-25,1Ca4KUdT9FA0eDfw7QeqPj
thrash metal,Sepultura,Kairos,2011-06-24,1zZ2mFxHHq3JRtW6Mzuhht
thrash metal,Sepultura,A-Lex,2009-02-23,50luQRbt6vgJeY8n4FXuJ7
thrash metal,Sepultura,Dante XXI,2006-03-17,1gbxhdpYhNRzwo5rjrxLXT
thrash metal,Sepultura,Roorback,2003-05-12,1SyZDnh71TiX8SX4oWxV1P
thrash metal,Sepultura,Nation,2001-03-20,3YSTmmDb34Ste29AZxDnEo
thrash metal,Sepultura,Against,1998-10-06,5FPGRBTLFa58YLTKhTzSrT
thrash metal,Sepultura,Blood-Rooted,,1FS91DJzXoWcl8p6AK0CYG
thrash metal,Suicidal Tendencies,Still Cyco Punk After All These Years,2018-09-07,7gwRaGYEyVjM6gGhQHCVWF
thrash metal,Suicidal Tendencies,Get Your Fight on!,2018-03-09,1FwrtjF1V4EqQrw2Yug4gg
thrash metal,Suicidal Tendencies,World Gone Mad,2016-09-30,2HvdfDxoYI4zryNzxEwU2x
thrash metal,Suicidal Tendencies,13,2013-03-31,4Ml3puNHf0G3nLwIIdLYcH
thrash metal,Suicidal Tendencies,No Mercy Fool!/The Suicidal Family,2010-09-05,7s6mZoOee2FfwXCVUnOtNi
thrash metal,Suicidal Tendencies,Free Your Soul... And Save My Mind,,31CUCxTLsSzaKwiwJrQIXL
thrash metal,Suicidal Tendencies,Freedumb,,272uyFl2Z35T3MPtHTg92C
thrash metal,Suicidal Tendencies,The Art Of Rebellion,1992-06-25,0YuCx3bdCJG3n2kuQOhiWL
thrash metal,Suicidal Tendencies,Lights...Camera...Revolution,1990-07-02,414jOqUfrq3k2QlAddNXfT
thrash metal,Suicidal Tendencies,STILL CYCO AFTER ALL THESE YEARS,,5InoTon1Dme1kYTWPHXYAQ
thrash metal,Suicidal Tendencies,Controlled By Hatred / Feel Like Shit...Deja-Vu,1989-06-02,6mqo5R7SFNWJoGL9UOSyeb
thrash metal,Suicidal Tendencies,How Will I Laugh Tomorrow When I Can't Even Smile Today,1988-01-01,6ZWj7yOC9Tstx1u55Qvcgq
thrash metal,Suicidal Tendencies,Join The Army,,4hFbCALjmIxLU0wOVruSmy
thrash metal,Suicidal Tendencies,Suicidal Tendencies,,4hLSbWJ8HL8MUfIwrTP2EO
thrash metal,Anthrax,XL,2022-07-15,6T71vnDgOAjNwWykv0cVl4
thrash metal,Anthrax,Monsters Of Rock,2021-11-18,1YpLsU0HRNQToyTaOUGxoR
thrash metal,Anthrax,For All Kings,2016-02-26,4m6zTuDlTVlsxikUarA0UK
thrash metal,Anthrax,Worship Music,2013-03-22,1L19OH3VWoIcMhZuq70F1u
thrash metal,Anthrax,Anthems,2013-03-22,2yHalL21jJLLym1hS5gDwe
thrash metal,Anthrax,The Greater of Two Evils,2004-11-29,3qrs17PzGbLWiw5E9Aq3qT
thrash metal,Anthrax,Music of Mass Destruction,2004-07-26,1HWNpcD8bvszEk4AtFnhY5
thrash metal,Anthrax,Stomp 442,2003-11-24,4Jn7ICuweRDMzz37hztARn
thrash metal,Anthrax,Sound of White Noise,2003-11-24,671Dv2eT2ovV33M4UtQnMJ
thrash metal,Anthrax,We've Come for You All,2003-03-03,60HyhOMJcSZO77f5drIuWZ
thrash metal,Anthrax,Volume 8: The Threat is Real,1998-07-21,4JLWdIRzizSmNtltk5TnO6
thrash metal,Meshuggah,Immutable,2022-03-31,6EgEo5csYA7HqasanrvwWk
thrash metal,Meshuggah,The Violent Sleep of Reason,2016-10-07,7iqG1CTQwnil3TQ0Tiq9DD
thrash metal,Meshuggah,The Ophidian Trek,2014-09-26,1sVYGVDXzOrVqcvVct5Sxp
thrash metal,Meshuggah,Koloss,2012-02-09,1WzwZsb0LvVXhngbHjBfd9
thrash metal,Meshuggah,Contradictions Collapse - Reloaded,2008-09-05,4sb4EkUijHvRyP5s3bkaWN
thrash metal,Meshuggah,ObZen,2008-03-07,2x2VoPa1pG2jSElA73a9Xa
thrash metal,Meshuggah,Catch Thirty Three,2005-05-17,04NtJiGUlXvRdQSFPOSbX2
thrash metal,Meshuggah,Nothing,2002-09-16,4ucDcX8iPgBKY9zAJyHOjy
thrash metal,Meshuggah,Rare Trax,2001-08-20,5uooTwA0GLXMus8CWbGgSY
thrash metal,Meshuggah,Chaosphere,1998-11-09,1iYC6e2fBLOI4BFmp9M24C
thrash metal,Municipal Waste,Electrified Brain,2022-07-01,5oiOILICZyEvy5WJdkVUjS
thrash metal,Municipal Waste,Slime and Punishment,2017-06-23,5oTcwA7OoDvhtIGg49tAJZ
thrash metal,Municipal Waste,The Fatal Feast,2012-04-13,3bGeOJCS0SxkeQTBlAdfps
thrash metal,Municipal Waste,Massive Aggressive,2009-08-24,6uQ0MftEHBxUFBgmTTy64o
thrash metal,Municipal Waste,The Art of Partying,,7cU3FZ3u2jgKd5s8hhKJ9h
thrash metal,Municipal Waste,Hazardous Mutation,,4JG97s3Svs3WsWGVcJGYKi
thrash metal,Municipal Waste,Waste 'Em All,2003-06-03,5FqNuHEi8R5Ex7dE8UONw5
thrash metal,Accept,Too Mean to Die,2021-01-29,1Ua7bczSzWunvSHJQ44tQD
thrash metal,Accept,The Rise of Chaos,2017-08-04,2yjuBZ8ymuezoH0uGZAi8u
thrash metal,Accept,Blind Rage,2014-08-15,1RXRcBAL7XacbhjMttsZ3v
thrash metal,Accept,Stalingrad,2012-04-06,3uF09JTy6KJJG3mwzJursl
thrash metal,Accept,Blood of the Nations,2010-08-20,0sUtCw0dDv0KC8zrnxlmY4
thrash metal,Accept,Predator,1996-01-30,064kESuDMDa4XkBD1NRDg4
thrash metal,Accept,Death Row,1994-01-16,1GaNOtRjozbTKzQ7vkF9Rx
thrash metal,Accept,Objection Overruled,1993-01-16,5WJLrU0BtPLXr1rfHromEU
thrash metal,Accept,Staying A Life,,5PYoCnjDPPVGlrEQdI4NU2
thrash metal,Accept,Eat The Heat,,65EcrLtW2Ripvh6lhoeJpw
thrash metal,Accept,Russian Roulette,1986-01-16,5arapxSrGKJ5dd46BuU3DY
thrash metal,Accept,Metal Heart,1985-01-16,3NULy5W5GdvykvujxuNPll
thrash metal,Accept,Balls To The Wall,,2ogbkPbabA9E5LFXiFhDas
thrash metal,Accept,Restless And Wild,,5EQYYnFwrXo3PWSRICoFHj
thrash metal,Accept,Breaker,,70lhKu95Wy760ZAZeUaZje
thrash metal,Accept,I'm A Rebel,1980-06-02,4ziQiN8lIBasNQVW7MrZ0u
thrash metal,Accept,Accept,1979-01-16,7KDXl7kxWE60xbAnwkAFAh
thrash metal,W.A.S.P.,Golgotha,2015-10-02,6yzU8QYj6od609Pu17e7kP
thrash metal,W.A.S.P.,Babylon,2015-10-02,593X57MjlB0gSj8XeAFYNa
thrash metal,W.A.S.P.,Dominator,,0LaB2JfGkJQqpZwGeNEEP7
thrash metal,W.A.S.P.,"The Neon God, Pt. 2: The Demise",2004-09-28,6bu1o0hYpVvw7VAVii9xRf
thrash metal,W.A.S.P.,"The Neon God, Pt. 1: The Rise",2004-04-06,6vET7zAZJYKV6i5RnrGZOD
thrash metal,W.A.S.P.,Dying for the World,2002-06-10,3VKa3LQlqe4xOZ4CYilEJi
thrash metal,W.A.S.P.,Unholy Terror,2001-04-03,4ThLRtaKOEhITLFhRXFS3k
thrash metal,W.A.S.P.,The Sting,2000-01-01,1Y0uImUWQ8JSzMcw3OmOGr
thrash metal,W.A.S.P.,Helldorado,1999-05-18,32w5JjN1t6qzHXoZukh3bZ
thrash metal,W.A.S.P.,The Crimson Idol,,1qIXNs2KIv1DfO01lwoUfz
thrash metal,W.A.S.P.,The Headless Children,,73tznjCvNu9tDQW5jcrglq
thrash metal,W.A.S.P.,Inside The Electric Circus,,7r37i0OjeTIcq22VIOCCFv
thrash metal,W.A.S.P.,The Last Command,,6208JTIcyn2wSRjiRXMTUv
thrash metal,W.A.S.P.,W.A.S.P.,,25pbI5TFqt2tzGS4XSMnog
thrash metal,W.A.S.P.,First Blood Last Cuts,,45GWTQP2xsRMMldRfqLYtt
thrash metal,Corrosion Of Conformity,No Cross No Crown,2018-01-12,2NWnN5Kw3L8wa1KkwjeRNo
thrash metal,Corrosion Of Conformity,IX,2014-01-07,2W1lw1lGXhW4PDDFr4NlAG
thrash metal,Corrosion Of Conformity,Eye For An Eye,2012-06-11,6MXrcKF4lcAeIVHyAlaI4n
thrash metal,Corrosion Of Conformity,Corrosion Of Conformity,2012-02-28,1Bx6CW0r0xV7ybvZpazS43
thrash metal,Corrosion Of Conformity,In the Arms of God,2005-04-05,0qCLoT4BIcPE5bolBQDIMe
thrash metal,Corrosion Of Conformity,America's Volume Dealer,,4BIpeFoIMRoyJJc6IoGtQB
thrash metal,Corrosion Of Conformity,Wiseblood,1996-09-10,2KSTxX4gIPwRIqJD9QdtFp
thrash metal,Corrosion Of Conformity,Blind,,7kLqk3fireCdZxAZmCud3k
thrash metal,Corrosion Of Conformity,Technocracy,,1PNPcH9N34sGjBfiJ1bbkp
thrash metal,Corrosion Of Conformity,Animosity,,0rAGxy0IjEIU7bWK9khdLT
thrash metal,Exodus,Persona Non Grata,2021-11-19,604klFpB4UfWrxeVaJQgL4
thrash metal,Exodus,Blood in Blood Out,2014-10-10,0RJhStTcmeyI5eBvchEhdS
thrash metal,Exodus,Exhibit B: The Human Condition,2010-05-07,4qWKGr6i9PPAEXZTe5MrlZ
thrash metal,Exodus,The Atrocity Exhibition - Exhibit A,2007-10-26,0ZSeEfhXPSFi6USMZDV0vE
thrash metal,Exodus,Shovel Headed Kill Machine,2005-10-04,4qyjPO0k5PFUZfM3il8K2o
thrash metal,Exodus,Tempo of the Damned,2004-02-02,3sNPwtcV7Xv9CixCk0PpqP
thrash metal,Exodus,Impact Is Imminent,1990-01-01,4jypnmh239ilAp8Ww0NYFS
thrash metal,Exodus,Fabulous Disaster,,0bhhJIaAGRxXAyBSsxVRiy
thrash metal,Exodus,Pleasures of the Flesh,,1gMwtIEeUJCo5rB2m5kx9m
thrash metal,Exodus,Bonded by Blood,,1IfG1UITBGxTIIVZ3qgUrD
thrash metal,Kreator,Hate Über Alles,2022-06-10,1uWrXYT7gBJ39hy4PLptnF
thrash metal,Kreator,Gods of Violence,2017-01-27,7oZYzfCsY4WiN1sfM4U51M
thrash metal,Kreator,Phantom Antichrist,2012-06-01,0sJuTDZDQGbDrAK8KymkDi
thrash metal,Kreator,Hordes of Chaos,2009-01-13,5Ih7ERqRgKSz03Yjj4C5JG
thrash metal,Kreator,Outcast / Cause For Conflict,2006-11-24,3eGPwbOtbmv4gYB93tfbLn
thrash metal,Kreator,Tribute To Kreator,2006-04-26,0O1n24Ld0BxbwfEsGiIgV8
thrash metal,Kreator,Enemy of God,2005-01-10,0ptBYyTqgQs1l375JdmaXN
thrash metal,Kreator,Violent Revolution,2001-09-25,1fFIdfziOfSFCgd0DImHQ6
thrash metal,Kreator,Endorama,1999-09-28,4Kszxdyv9f5DouHrmah1u4
thrash metal,Kreator,Outcast,1997-06-20,5XK7A5T1EBby5JnyCpTk6X
thrash metal,Kreator,Coma of Souls,1990-11-06,57oOnH6p00Zt6I5XE9Ip2d
thrash metal,Kreator,Coma of Souls,1990-11-06,2gxfiknj0StKMavYF82xez
thrash metal,Kreator,Extreme Aggression,1989-06-19,0Fcv6DITRV6wTNlGRCBnuA
thrash metal,Kreator,Out of the Dark... Into the Light,1988-01-01,24twC381FhjWi5niJHiAbC
thrash metal,Kreator,Terrible Certainty,1987-09-22,78sQC7kD8NP5DSvhmh07T0
thrash metal,Gwar,The New Dark Ages,2022-06-03,0nZtZf8AwbrEm23nYinCpn
thrash metal,Gwar,The Blood of Gods,2017-10-20,4Ps3txaybLW14aDROZ48sL
thrash metal,Gwar,Battle Maximus,2013-09-17,2pD0wmmgaHglGJqpjH621P
thrash metal,Gwar,Bloody Pit of Horror,2010-11-09,1kbkPYiqSDHSMbHnZ2PgiX
thrash metal,Gwar,Lust in Space,2009-08-18,3dWSWbPLP4mggXe8FWDzgn
thrash metal,Gwar,Beyond Hell,2006-08-29,40PsgkkGo0L2kWO7rO7QRE
thrash metal,Gwar,War Party,2004-10-26,4D2prezMxLBtW2QcnFi2Up
thrash metal,Gwar,Let There Be GWAR,2004-01-01,0eZKQjtzVaGs8dW7d8WByN
thrash metal,Gwar,Violence Has Arrived,,0psEcwjBUhD81WKNX3E4Mh
thrash metal,Gwar,Slaves Going Single,2000-01-01,1BfGYAEVZIo3KEZYTTqsZG
thrash metal,Gwar,Carnival of Chaos,1997-03-25,3ilUXF4WmDkQnO1cWt0gry
thrash metal,Gwar,Ragnarök,,5uHn1IB0pn0g5J69GzXAhK
thrash metal,Gwar,This Toilet Earth,,3jA3IjH8XkIRg84DVykf5Z
thrash metal,Gwar,America Must Be Destroyed,,2R7G0m9VcfQANovZXIxk7Y
thrash metal,Dying Fetus,Make Them Beg For Death,2023-09-08,5w1i09i42ar6cEg19ClCcA
thrash metal,Dying Fetus,Wrong One to Fuck With,2017-06-23,0eZiXvvAJcvONgxZJAo3Ms
thrash metal,Dying Fetus,Reign Supreme,2012-06-19,6SGhbpz7boAiDk9CotSDSD
thrash metal,Dying Fetus,History Repeats,2011-07-19,4ku82QtSYSXNjQPeGYxGTb
thrash metal,Dying Fetus,Purification Through Violence,2010-07-15,69JyRrzbqXm4BrFMiIE42d
thrash metal,Dying Fetus,Infatuation With Malevolence,2010-07-15,02Egs2fBBXHJ665rtOZN2R
thrash metal,Dying Fetus,Descend Into Depravity,2009-09-15,44tw1yEzgweovNgejHBhLI
thrash metal,Dying Fetus,War of Attrition,2007-03-06,1DO7NTlm4efCqfWdvnLj2D
thrash metal,Dying Fetus,Stop At Nothing,2003-05-13,1xvrgmRvHqBzVOzKjbyBrP
thrash metal,Dying Fetus,Destroy the Opposition,2000-10-03,4qoRNFjetUkkJcRBRGEDuR
thrash metal,Dying Fetus,Killing On Adrenaline,,4vuZe1VHuTOEI3WX9mbQ7s
thrash metal,Power Trip,Opening Fire: 2008-2014,2018-04-27,0rZIGEccKBNGf2oqFKzoD5
thrash metal,Power Trip,Nightmare Logic,2017-02-24,3suNG9n4WGYQabXhUTkQ70
thrash metal,Power Trip,Manifest Decimation,2013-06-11,3jHTO3fO2WkFIfwbZBsU7c
thrash metal,Mindforce,New Lords,2022-09-16,3ooHHRgO3lE9JjCXAwZAqz
thrash metal,Mindforce,Excalibur,2018-11-16,72JaFJ2UoAPNUvqyCV0ekz
thrash metal,Mindforce,Not Through Blood,2023-09-08,72qCyvqc1Spr8Vwx97NTTA
thrash metal,At The Gates,The Nightmare Of Being,2021-07-02,1JbiLW6thnXXgFBhxCR0EX
thrash metal,At The Gates,To Drink From The Night Itself,2018-05-18,338ifJImqTbQYtUyQANHdf
thrash metal,At The Gates,At War with Reality,2014-10-28,3HJ4C0poaEMEg8u56sfr02
thrash metal,At The Gates,Suicidal Final Acts,2001-01-01,4bXCbQEJdM5ftWRdDm1Jyh
thrash metal,At The Gates,Slaughter Of The Soul,,1m0px7K5tJndjxU6RIuL8U
thrash metal,At The Gates,Terminal Spirit Disease,1994-01-01,5mdpREYes7hYmC0BpOizDO
thrash metal,At The Gates,With Fear I Kiss the Burning Darkness,1993-01-01,5grsq1929HmCfbRkCqOvLV
thrash metal,Sodom,40 Years at War - The Greatest Hell of Sodom,2022-10-28,6RRs5qkJPAH8K5AodaakRR
thrash metal,Sodom,Genesis XIX,2020-11-27,0mdgJNwMZZhkcMI0CcKzZJ
thrash metal,Sodom,Decision Day,2016-08-26,206aB4u0sPDA2Etvj1T9af
thrash metal,Sodom,Epitome of Torture,2013-04-26,4cxkFzDbGoD3877GRy6NLu
thrash metal,Sodom,In War and Pieces,2010-11-19,5SVk9PSc6Cscnk0W6Vbapr
thrash metal,Sodom,Agent Orange,2010-02-26,0EH3qqOgIVirxuZnTTMG6G
thrash metal,Sodom,The Final Sign of Evil,2007-09-28,1okorM5dgXT3ZK8vY1NMdh
thrash metal,Sodom,Sodom,2006-04-21,1KYi8KxdT5Y7wC8hEi1VY0
thrash metal,Sodom,M-16,2001-10-22,1ens5WO0JQdJUE3GciGvjF
thrash metal,Sodom,Code Red,,30ZJ9Hbdce6shqyF7UdCxD
thrash metal,Sodom,Masquerade In Blood,1995-06-01,1dttdIYCdggOEdgoAmx5Kb
thrash metal,Sodom,Tapping the Vein,1992-08-01,3DiBYBhPUoHdIU4e3WSH9z
thrash metal,Sodom,Better Off Dead,1990-10-01,4XX6dL06o1yT8IdFrqh57G
thrash metal,Sodom,In the Sign of Evil / Obsessed by Cruelty,1988-01-06,5DWW231Cc7LiYhvyhuU3Qg
thrash metal,Sodom,Persecution Mania,1987-12-01,0IyOee3GxUYvowsggMEXwK
thrash metal,Overkill,Scorched,2023-04-14,2JSQcvezbKguh7AVhvwLwu
thrash metal,Overkill,The Wings of War,2019-02-22,2IUZN5c0AVdrnQKfxdMaPK
thrash metal,Overkill,The Grinding Wheel,2017-02-10,5XuskaRVS1oPwxEdjEfYoz
thrash metal,Overkill,White Devil Armory,2014-07-18,3zf6BErL5uVF3JIZk41fZ4
thrash metal,Overkill,Ironbound,2010-01-29,6TtSybRpSRzrabDH6ojM9N
thrash metal,Overkill,Immortalis,2007-10-08,2UodPq1N7zfGsfrXD2KigY
thrash metal,Overkill,Reli XIV,2005-03-22,07HeCdo19mnUgyOUhcpBUl
thrash metal,Overkill,Killbox 13,2003-03-25,6owiri28crSB98aHmYHMLM
thrash metal,Overkill,Bloodletting,2000-10-24,2bmwS8pD0HpPLF1WA1nd4K
thrash metal,Overkill,Coverkill,1999-10-26,3v0Krszo4B7O1SCS2Vus9V
thrash metal,Overkill,Necroshine,1999-02-23,0YAF1ZALJFjwxdLpXg2SJX
thrash metal,Overkill,From the Underground and Below,1997-09-03,4Rkv6UrFsWIdTPjvxge0ZZ
thrash metal,Overkill,The Killing Kind,1996-03-05,67S7fATwPRINaVm7Sr4xgB
thrash metal,Overkill,Wrecking Your Neck,1995-04-01,25zWpsmvVZmVLlyvSZ6u2v
thrash metal,Overkill,W.F.O.,1994-07-05,6REkkVL4kxIjJ1ePbjUdM0
thrash metal,Overkill,I Hear Black,1993-02-16,2G4bY0Md9bJHSpB52EYJ3u
thrash metal,Overkill,Horrorscope,1991-08-30,73VlOsBgtM73Qh8iivxEMo
thrash metal,Prong,State Of Emergency,2023-10-06,1TZFbph8dy3sIBvVmQkGRH
thrash metal,Prong,Zero Days,2017-07-28,7Mtf63Aa6auyrgSurslxoj
thrash metal,Prong,X - No Absolutes,2016-02-05,1zfMKYX4RPDvAP0ndat76d
thrash metal,Prong,Songs from the Black Hole,2015-03-27,2XgFi68eQb9qnbn3MJxEnt
thrash metal,Prong,Scorpio Rising,2003-06-20,7rxexGOE4XgBVP7oeLaFCF
thrash metal,Prong,Rude Awakening,1996-05-02,4TvnjTDuOuzamS0dQ3C3Y9
thrash metal,Prong,Cleansing,,1RmsgRJnBFyRMAVl1NW9pO
thrash metal,Prong,Prove You Wrong,,5su7bQevw6bYyxwcDhs4N8
thrash metal,Prong,Beg To Differ,1990-04-30,7AyJ2XmfbdwAFHZpuG2sqs
thrash metal,Decapitated,Cancer Culture,2022-05-27,1h4pyfLZgGi11i560BmZp0
thrash metal,Decapitated,Anticult,2017-07-07,0hW5Ys2f00hVcetT2aQdnJ
thrash metal,Decapitated,Blood Mantra,2014-09-26,3DApxFmu6sxK4VtatbbPgV
thrash metal,Decapitated,Carnival Is Forever,2011-07-15,0P3zlqKuDn5o50eqHbYxcm
thrash metal,Decapitated,Organic Hallucinosis,,4758rpEUqj1HPywy4JLIYm
thrash metal,Decapitated,The Negation,2004-02-01,7BFf7uCUfcx1l2t0TNgfpO
thrash metal,Decapitated,Nihility,,3j2dQKMrLjuGvxHMPUsGSJ
thrash metal,Decapitated,Winds of Creation,,41SlpwhUgcgshKaZQULVgX
thrash metal,Decapitated,Negative Sun,2022-06-10,3tMxjH6Em0k1ltdo8udLvR
thrash metal,D.R.I.,The Dirty Rotten CD,2007-01-09,0BNiTSjQ3HkE1xMlSHlAdv
thrash metal,D.R.I.,Dirty Rotten Hitz,,7KBw7nrtylSKdVz5fsjeZA
thrash metal,D.R.I.,Full Speed Ahead,,0MQynFrXHAYbkZKBlqqxGi
thrash metal,D.R.I.,Definition,,1fDKYmMtACqFVZ3NmNLMvf
thrash metal,D.R.I.,Thrash Zone,1989-10-10,6U2m5pMfP1WvVN7swAIsIC
thrash metal,D.R.I.,Four of a Kind,1988-06-27,0euABKTuj78MRWEN2BRWAC
thrash metal,D.R.I.,Violent Pacification,,48SQbJiDfMBJutufOVJ2eU
thrash metal,King Diamond,Dreams of Horror,2014-11-11,2w2uZFMgo2LS96ShpiCvKN
thrash metal,King Diamond,Give Me Your Soul...Please,2007-06-26,2Hd18zaoSa28sDt4vQArI0
thrash metal,King Diamond,The Puppet Master,2003-10-21,0iaARK9rk18ew3kYPRAbJC
thrash metal,King Diamond,Abigail II - The Revenge,,0fDELIOyDb0v8dLcN2zUzY
thrash metal,King Diamond,20 Years Ago - A Night of Rehearsal,2001-02-06,5r7uzy3toLTa4PO7tjong8
thrash metal,King Diamond,House of God,,6pcRTdslIYiytAwP9pgKjr
thrash metal,King Diamond,Voodoo,,5p0vJK1EgJUGq0x1NE8zez
thrash metal,King Diamond,The Graveyard,,2pIOKkjN58jobQjWPnRyL2
